,Variable,Year,Region,Subregion,Value
127326,Contracts - livestock ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,5570.0
127327,Cotton receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127328,Crop and pasture chemicals ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,3150.0
127329,Dairy cattle at June 30 (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127330,Depreciation ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,34810.0
127331,Electricity ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,4150.0
127332,Equity ratio at 30 June (%),2019,QL,QLD Northern Coastal - Mackay to Cairns,96.0
127333,Ewes at 30 June (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,5.0
127334,Family share of farm income ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,65940.0
127335,Farm business debt at 30 June ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,209700.0
127336,Farm business equity June 30 ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,4856710.0
127337,Farm business profit ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,18810.0
127338,Farm cash income ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,86530.0
127339,Farm liquid assets at 30 June ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,400320.0
127340,Fertiliser ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,9890.0
127341,Field peas area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127342,Field peas produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127343,Field peas receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127344,Fodder ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,19930.0
127345,Fuel oil and grease ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,11470.0
127346,Grain legumes area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127347,Grain legumes produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,1.0
127348,Grain legumes receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,450.0
127349,Handling and marketing ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,4600.0
127350,Hours worked on farm - total (hrsperwk),2019,QL,QLD Northern Coastal - Mackay to Cairns,78.0
127351,Hours worked on farm by owner manager (hrsperwk),2019,QL,QLD Northern Coastal - Mackay to Cairns,39.0
127352,Hours worked on farm by spouse (hrsperwk),2019,QL,QLD Northern Coastal - Mackay to Cairns,14.0
127353,Imputed labor cost ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,69240.0
127354,Insurance ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,6990.0
127355,Interest paid ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,11070.0
127356,Lambs at 30 June (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,7.0
127357,Land rent ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,5900.0
127358,Leasing charges ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,880.0
127359,Livestock materials ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,5410.0
127360,Livestock transfers - inwards ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127361,Livestock transfers - outward ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127362,Lupins area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127363,Lupins produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127364,Lupins receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,20.0
127365,Net capital additions ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,11070.0
127366,Oats area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127367,Oats produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127368,Oats receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127369,Off farm contracts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127370,Off farm sharefarming ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127371,Off-farm work for owner manager (hrsperwk),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127372,Off-farm work for spouse (hrsperwk),2019,QL,QLD Northern Coastal - Mackay to Cairns,4.0
127373,Oilseeds area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127374,Oilseeds produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127375,Oilseeds receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,310.0
127376,Other administration expenses ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,2290.0
127377,Other farm income ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,18440.0
127378,Other livestock purchased ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127379,Other livestock receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,140.0
127380,Other materials ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,1210.0
127381,Other services ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,8730.0
127382,Payments to sharefarmers ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127383,Population,2019,QL,QLD Northern Coastal - Mackay to Cairns,551.0
127384,Produce purchased for resale ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127385,Profit at full equity ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,36110.0
127386,Profit at full equity including capital appreciation ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,32820.0
127387,Rams at 30 June (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127388,Rate of return ex. capital appreciation (%),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.7
127389,Rate of return inc. capital appreciation (%),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.6
127390,Repairs and maintenance ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,29400.0
127391,Rice area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127392,Sample Contributing,2019,QL,QLD Northern Coastal - Mackay to Cairns,20.0
127393,Seed ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,450.0
127394,Shearing crutching ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127395,Sheep and lambs shorn (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,7.0
127396,Sheep flock at 30 June (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,16.0
127397,Sheep purchased ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127398,Sheep purchased (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127399,Sheep receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127400,Sheep sold (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127401,Shire and PPB rates ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,13870.0
127402,Sorghum area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127403,Sorghum produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127404,Sorghum receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127405,Steers and other beef cattle at 30 June (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,182.0
127406,Stores and rations ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,840.0
127407,Telephone ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,1660.0
127408,Total area cropped (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,15.0
127409,Total area irrigated (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,
127410,Total cash costs ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,197840.0
127411,Total cash receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,284370.0
127412,Total closing capital ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,5167540.0
127413,Total crop gross receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,44520.0
127414,Total family income ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,126920.0
127415,Total freight ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,8760.0
127416,Total labor used (weeks),2019,QL,QLD Northern Coastal - Mackay to Cairns,83.0
127417,Total non farm income ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,60980.0
127418,Total off farm wages ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,7320.0
127419,Total wool sold (kg),2019,QL,QLD Northern Coastal - Mackay to Cairns,50.0
127420,Value of land and fixed improvements ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,3832650.0
127421,Vet fees ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,180.0
127422,Wages for hired labor ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,12850.0
127423,Water charges ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,710.0
127424,Wethers at 30 June (no.),2019,QL,QLD Northern Coastal - Mackay to Cairns,3.0
127425,Wheat area sown (ha),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127426,Wheat produced (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127427,Wheat receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127428,Wheat sold (t),2019,QL,QLD Northern Coastal - Mackay to Cairns,0.0
127429,Wool cut per head (kg),2019,QL,QLD Northern Coastal - Mackay to Cairns,2.8
127430,Wool produced (kg),2019,QL,QLD Northern Coastal - Mackay to Cairns,19.0
127431,Wool receipts ($),2019,QL,QLD Northern Coastal - Mackay to Cairns,740.0
127432,AI stud fees and herd testing ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,90.0
127433,Accounting services ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,3400.0
127434,Advisory services ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,400.0
127435,Age of owner manager (yrs),2019,QL,QLD Southern Coastal - Curtis to Moreton,64.0
127436,Age of spouse (yrs),2019,QL,QLD Southern Coastal - Curtis to Moreton,62.0
127437,Agistment ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,3370.0
127438,Area operated at 30 June (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,2965.0
127439,Barley area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127440,Barley produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127441,Barley receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127442,Beef bulls at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,10.0
127443,Beef calves at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,170.0
127444,Beef cattle purchased ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,23080.0
127445,Beef cattle purchased (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,22.0
127446,Beef cattle receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,279610.0
127447,Beef cattle sold (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,203.0
127448,Beef cattle transferred off farm (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,3.0
127449,Beef cattle transferred onto farm (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,2.0
127450,Beef cows at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,271.0
127451,Beef heifers at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,73.0
127452,Beef herd at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,692.0
127453,Branding rate (%),2019,QL,QLD Southern Coastal - Curtis to Moreton,75.0
127454,Buildup in trading stocks ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1770.0
127455,Canola area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127456,Canola produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127457,Canola receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127458,Capital appreciation ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,138170.0
127459,Capital at 1 July ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,6395990.0
127460,Change in farm debt ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,-10520.0
127461,Contracts - cropping ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1630.0
127462,Contracts - livestock ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,4930.0
127463,Cotton receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127464,Crop and pasture chemicals ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,4060.0
127465,Dairy cattle at June 30 (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127466,Depreciation ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,38170.0
127467,Electricity ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,4040.0
127468,Equity ratio at 30 June (%),2019,QL,QLD Southern Coastal - Curtis to Moreton,89.0
127469,Ewes at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127470,Family share of farm income ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,78000.0
127471,Farm business debt at 30 June ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,608410.0
127472,Farm business equity June 30 ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,5030910.0
127473,Farm business profit ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,4380.0
127474,Farm cash income ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,113800.0
127475,Farm liquid assets at 30 June ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,301380.0
127476,Fertiliser ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,4770.0
127477,Field peas area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127478,Field peas produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127479,Field peas receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127480,Fodder ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,19010.0
127481,Fuel oil and grease ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,13380.0
127482,Grain legumes area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,4.0
127483,Grain legumes produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,5.0
127484,Grain legumes receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,7010.0
127485,Handling and marketing ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,3180.0
127486,Hours worked on farm - total (hrsperwk),2019,QL,QLD Southern Coastal - Curtis to Moreton,78.0
127487,Hours worked on farm by owner manager (hrsperwk),2019,QL,QLD Southern Coastal - Curtis to Moreton,39.0
127488,Hours worked on farm by spouse (hrsperwk),2019,QL,QLD Southern Coastal - Curtis to Moreton,14.0
127489,Imputed labor cost ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,73020.0
127490,Insurance ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,7600.0
127491,Interest paid ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,35110.0
127492,Lambs at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127493,Land rent ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1090.0
127494,Leasing charges ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,840.0
127495,Livestock materials ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,7770.0
127496,Livestock transfers - inwards ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1210.0
127497,Livestock transfers - outward ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,2750.0
127498,Lupins area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127499,Lupins produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127500,Lupins receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127501,Net capital additions ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,26990.0
127502,Oats area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,2.0
127503,Oats produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127504,Oats receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127505,Off farm contracts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,5450.0
127506,Off farm sharefarming ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1020.0
127507,Off-farm work for owner manager (hrsperwk),2019,QL,QLD Southern Coastal - Curtis to Moreton,1.0
127508,Off-farm work for spouse (hrsperwk),2019,QL,QLD Southern Coastal - Curtis to Moreton,2.0
127509,Oilseeds area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,1.0
127510,Oilseeds produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,24.0
127511,Oilseeds receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,410.0
127512,Other administration expenses ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,3070.0
127513,Other farm income ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,12590.0
127514,Other livestock purchased ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,60.0
127515,Other livestock receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,90.0
127516,Other materials ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,2460.0
127517,Other services ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,11680.0
127518,Payments to sharefarmers ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127519,Population,2019,QL,QLD Southern Coastal - Curtis to Moreton,2617.0
127520,Produce purchased for resale ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,220.0
127521,Profit at full equity ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,41120.0
127522,Profit at full equity including capital appreciation ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,179290.0
127523,Rams at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127524,Rate of return ex. capital appreciation (%),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.6
127525,Rate of return inc. capital appreciation (%),2019,QL,QLD Southern Coastal - Curtis to Moreton,2.7
127526,Repairs and maintenance ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,30030.0
127527,Rice area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127528,Sample Contributing,2019,QL,QLD Southern Coastal - Curtis to Moreton,53.0
127529,Seed ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1820.0
127530,Shearing crutching ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127531,Sheep and lambs shorn (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127532,Sheep flock at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127533,Sheep purchased ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127534,Sheep purchased (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127535,Sheep receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127536,Sheep sold (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127537,Shire and PPB rates ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,11560.0
127538,Sorghum area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,6.0
127539,Sorghum produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,12.0
127540,Sorghum receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,4010.0
127541,Steers and other beef cattle at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,167.0
127542,Stores and rations ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,650.0
127543,Telephone ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1900.0
127544,Total area cropped (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,34.0
127545,Total area irrigated (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,
127546,Total cash costs ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,222230.0
127547,Total cash receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,336040.0
127548,Total closing capital ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,6547040.0
127549,Total crop gross receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,34530.0
127550,Total family income ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,122670.0
127551,Total freight ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,6440.0
127552,Total labor used (weeks),2019,QL,QLD Southern Coastal - Curtis to Moreton,84.0
127553,Total non farm income ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,41370.0
127554,Total off farm wages ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,12340.0
127555,Total wool sold (kg),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127556,Value of land and fixed improvements ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,5334670.0
127557,Vet fees ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1100.0
127558,Wages for hired labor ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,10730.0
127559,Water charges ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,1550.0
127560,Wethers at 30 June (no.),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127561,Wheat area sown (ha),2019,QL,QLD Southern Coastal - Curtis to Moreton,3.0
127562,Wheat produced (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,3.0
127563,Wheat receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,2040.0
127564,Wheat sold (t),2019,QL,QLD Southern Coastal - Curtis to Moreton,3.0
127565,Wool cut per head (kg),2019,QL,QLD Southern Coastal - Curtis to Moreton,
127566,Wool produced (kg),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127567,Wool receipts ($),2019,QL,QLD Southern Coastal - Curtis to Moreton,0.0
127568,AI stud fees and herd testing ($),2019,QL,QLD West and South West,0.0
127569,Accounting services ($),2019,QL,QLD West and South West,2670.0
127570,Advisory services ($),2019,QL,QLD West and South West,160.0
127571,Age of owner manager (yrs),2019,QL,QLD West and South West,59.0
127572,Age of spouse (yrs),2019,QL,QLD West and South West,57.0
127573,Agistment ($),2019,QL,QLD West and South West,18530.0
127574,Area operated at 30 June (ha),2019,QL,QLD West and South West,91421.0
127575,Barley area sown (ha),2019,QL,QLD West and South West,0.0
127576,Barley produced (t),2019,QL,QLD West and South West,0.0
127577,Barley receipts ($),2019,QL,QLD West and South West,0.0
127578,Beef bulls at 30 June (no.),2019,QL,QLD West and South West,38.0
127579,Beef calves at 30 June (no.),2019,QL,QLD West and South West,271.0
127580,Beef cattle purchased ($),2019,QL,QLD West and South West,125250.0
127581,Beef cattle purchased (no.),2019,QL,QLD West and South West,187.0
127582,Beef cattle receipts ($),2019,QL,QLD West and South West,602700.0
127583,Beef cattle sold (no.),2019,QL,QLD West and South West,541.0
127584,Beef cattle transferred off farm (no.),2019,QL,QLD West and South West,359.0
127585,Beef cattle transferred onto farm (no.),2019,QL,QLD West and South West,445.0
127586,Beef cows at 30 June (no.),2019,QL,QLD West and South West,1237.0
127587,Beef heifers at 30 June (no.),2019,QL,QLD West and South West,129.0
127588,Beef herd at 30 June (no.),2019,QL,QLD West and South West,2643.0
127589,Branding rate (%),2019,QL,QLD West and South West,58.2
127590,Buildup in trading stocks ($),2019,QL,QLD West and South West,66540.0
127591,Canola area sown (ha),2019,QL,QLD West and South West,0.0
127592,Canola produced (t),2019,QL,QLD West and South West,0.0
127593,Canola receipts ($),2019,QL,QLD West and South West,0.0
127594,Capital appreciation ($),2019,QL,QLD West and South West,388070.0
127595,Capital at 1 July ($),2019,QL,QLD West and South West,11790930.0
127596,Change in farm debt ($),2019,QL,QLD West and South West,7420.0
127597,Contracts - cropping ($),2019,QL,QLD West and South West,1230.0
127598,Contracts - livestock ($),2019,QL,QLD West and South West,35800.0
127599,Cotton receipts ($),2019,QL,QLD West and South West,0.0
127600,Crop and pasture chemicals ($),2019,QL,QLD West and South West,1870.0
127601,Dairy cattle at June 30 (no.),2019,QL,QLD West and South West,0.0
127602,Depreciation ($),2019,QL,QLD West and South West,86670.0
127603,Electricity ($),2019,QL,QLD West and South West,5370.0
127604,Equity ratio at 30 June (%),2019,QL,QLD West and South West,88.0
127605,Ewes at 30 June (no.),2019,QL,QLD West and South West,517.0
127606,Family share of farm income ($),2019,QL,QLD West and South West,-78550.0
127607,Farm business debt at 30 June ($),2019,QL,QLD West and South West,784770.0
127608,Farm business equity June 30 ($),2019,QL,QLD West and South West,5991440.0
127609,Farm business profit ($),2019,QL,QLD West and South West,-115540.0
127610,Farm cash income ($),2019,QL,QLD West and South West,-18820.0
127611,Farm liquid assets at 30 June ($),2019,QL,QLD West and South West,111620.0
127612,Fertiliser ($),2019,QL,QLD West and South West,3480.0
127613,Field peas area sown (ha),2019,QL,QLD West and South West,0.0
127614,Field peas produced (t),2019,QL,QLD West and South West,0.0
127615,Field peas receipts ($),2019,QL,QLD West and South West,0.0
127616,Fodder ($),2019,QL,QLD West and South West,52910.0
127617,Fuel oil and grease ($),2019,QL,QLD West and South West,56020.0
127618,Grain legumes area sown (ha),2019,QL,QLD West and South West,0.0
127619,Grain legumes produced (t),2019,QL,QLD West and South West,0.0
127620,Grain legumes receipts ($),2019,QL,QLD West and South West,0.0
127621,Handling and marketing ($),2019,QL,QLD West and South West,21940.0
127622,Hours worked on farm - total (hrsperwk),2019,QL,QLD West and South West,94.0
127623,Hours worked on farm by owner manager (hrsperwk),2019,QL,QLD West and South West,43.0
127624,Hours worked on farm by spouse (hrsperwk),2019,QL,QLD West and South West,20.0
127625,Imputed labor cost ($),2019,QL,QLD West and South West,76590.0
127626,Insurance ($),2019,QL,QLD West and South West,19170.0
127627,Interest paid ($),2019,QL,QLD West and South West,43340.0
127628,Lambs at 30 June (no.),2019,QL,QLD West and South West,180.0
127629,Land rent ($),2019,QL,QLD West and South West,10770.0
127630,Leasing charges ($),2019,QL,QLD West and South West,2440.0
127631,Livestock materials ($),2019,QL,QLD West and South West,14770.0
127632,Livestock transfers - inwards ($),2019,QL,QLD West and South West,295590.0
127633,Livestock transfers - outward ($),2019,QL,QLD West and South West,308450.0
127634,Lupins area sown (ha),2019,QL,QLD West and South West,0.0
127635,Lupins produced (t),2019,QL,QLD West and South West,0.0
127636,Lupins receipts ($),2019,QL,QLD West and South West,0.0
127637,Net capital additions ($),2019,QL,QLD West and South West,-15000.0
127638,Oats area sown (ha),2019,QL,QLD West and South West,5.0
127639,Oats produced (t),2019,QL,QLD West and South West,0.0
127640,Oats receipts ($),2019,QL,QLD West and South West,0.0
127641,Off farm contracts ($),2019,QL,QLD West and South West,4190.0
127642,Off farm sharefarming ($),2019,QL,QLD West and South West,0.0
127643,Off-farm work for owner manager (hrsperwk),2019,QL,QLD West and South West,15.0
127644,Off-farm work for spouse (hrsperwk),2019,QL,QLD West and South West,3.0
127645,Oilseeds area sown (ha),2019,QL,QLD West and South West,0.0
127646,Oilseeds produced (t),2019,QL,QLD West and South West,0.0
127647,Oilseeds receipts ($),2019,QL,QLD West and South West,0.0
127648,Other administration expenses ($),2019,QL,QLD West and South West,28600.0
127649,Other farm income ($),2019,QL,QLD West and South West,96830.0
127650,Other livestock purchased ($),2019,QL,QLD West and South West,260.0
127651,Other livestock receipts ($),2019,QL,QLD West and South West,12730.0
127652,Other materials ($),2019,QL,QLD West and South West,10060.0
127653,Other services ($),2019,QL,QLD West and South West,21370.0
127654,Payments to sharefarmers ($),2019,QL,QLD West and South West,0.0
127655,Population,2019,QL,QLD West and South West,458.0
127656,Produce purchased for resale ($),2019,QL,QLD West and South West,930.0
127657,Profit at full equity ($),2019,QL,QLD West and South West,-60160.0
